IP,Blokkert_tid,Kilde,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,Land,ISP
176.65.148.132,2026-07-03T16:18:14.049883,auto,11,2,N/A,N/A,NL,Unknown
101.254.159.210,2026-07-03T16:18:14.049892,auto,8,5,N/A,N/A,CN,Unknown
1.83.125.204,2026-07-03T16:18:14.049902,auto,5,6,N/A,N/A,CN,Unknown
101.206.211.72,2026-07-03T16:18:14.049911,auto,16,3,N/A,N/A,CN,Unknown
1.220.198.126,2026-07-03T16:18:14.049921,auto,10,5,N/A,N/A,KR,Unknown
222.97.112.179,2026-07-03T16:18:14.049930,auto,4,3,N/A,N/A,KR,Unknown
101.36.114.252,2026-07-03T16:18:14.049940,auto,13,2,N/A,N/A,KR,Unknown
59.24.133.197,2026-07-03T16:18:14.049949,auto,10,1,N/A,N/A,KR,Unknown
1.15.135.116,2026-07-03T16:18:14.049958,auto,6,2,N/A,N/A,CN,Unknown
52.161.46.112,2026-07-03T16:18:14.049968,auto,1,1,100,35,US,Microsoft Corporation
1.241.64.237,2026-07-03T16:18:14.049979,auto,8,3,N/A,N/A,KR,Unknown
45.148.10.152,2026-07-03T16:18:14.049990,auto,15,2,N/A,N/A,NL,Unknown
139.59.18.80,2026-07-03T16:18:14.050000,auto,10,4,N/A,N/A,IN,Unknown
101.13.6.86,2026-07-03T16:18:14.050009,auto,10,4,N/A,N/A,TW,Unknown
1.12.223.79,2026-07-03T16:18:14.050019,auto,4,3,N/A,N/A,CN,Unknown
101.126.155.86,2026-07-03T16:18:14.050029,auto,11,4,N/A,N/A,CN,Unknown
85.217.149.58,2026-07-03T16:18:14.050038,auto,10,3,N/A,N/A,CA,Unknown
124.156.129.246,2026-07-03T16:18:14.050051,auto,13,4,N/A,N/A,HK,Unknown
1.250.67.190,2026-07-03T16:18:14.050064,auto,10,4,N/A,N/A,KR,Unknown
114.34.106.146,2026-07-03T16:18:14.050073,auto,16,2,N/A,N/A,TW,Unknown
101.33.33.44,2026-07-03T16:18:14.050082,auto,3,2,N/A,N/A,SG,Unknown
101.36.109.176,2026-07-03T16:18:14.050091,auto,10,5,N/A,N/A,HK,Unknown
1.222.42.237,2026-07-03T16:18:14.050100,auto,10,4,N/A,N/A,KR,Unknown
20.255.61.0,2026-07-03T16:18:14.050117,auto,4,2,N/A,N/A,HK,Unknown
101.126.71.100,2026-07-03T16:18:14.050126,auto,12,4,N/A,N/A,CN,Unknown
45.205.1.242,2026-07-03T16:18:14.050140,auto,13,5,N/A,N/A,BR,Unknown
213.209.159.231,2026-07-03T16:18:14.050152,auto,16,3,N/A,N/A,TW,Unknown
101.126.53.14,2026-07-03T16:18:14.050161,auto,17,3,N/A,N/A,CN,Unknown
1.235.192.214,2026-07-03T16:18:14.050171,auto,12,4,N/A,N/A,KR,Unknown
101.126.130.208,2026-07-03T16:18:14.050180,auto,12,5,N/A,N/A,CN,Unknown
101.34.249.202,2026-07-03T16:18:14.050190,auto,1,4,100,1424,CN,"Tencent Cloud Computing (Beijing) Co., Ltd"
101.126.86.90,2026-07-03T16:18:14.050203,auto,6,6,N/A,N/A,CN,Unknown
41.191.229.226,2026-07-03T16:18:14.050213,auto,11,4,N/A,N/A,MU,Unknown
194.187.176.117,2026-07-03T16:18:14.050222,auto,8,5,N/A,N/A,DE,Unknown
158.94.210.203,2026-07-03T16:18:14.050232,auto,13,3,N/A,N/A,NL,Unknown
101.13.1.58,2026-07-03T16:18:14.050249,auto,12,4,N/A,N/A,TW,Unknown
101.36.108.175,2026-07-03T16:18:14.050258,auto,11,3,N/A,N/A,HK,Unknown
181.188.176.242,2026-07-03T16:18:14.050268,auto,12,4,N/A,N/A,BO,Unknown
94.231.206.248,2026-07-03T16:18:14.050280,auto,12,5,N/A,N/A,CN,Unknown
101.13.5.30,2026-07-03T16:18:14.050289,auto,10,4,N/A,N/A,TW,Unknown
45.227.254.156,2026-07-03T16:18:14.050298,auto,12,4,N/A,N/A,PA,Unknown
45.148.10.151,2026-07-03T16:18:14.050307,auto,13,3,N/A,N/A,NL,Unknown
101.13.4.128,2026-07-03T16:18:14.050317,auto,14,4,N/A,N/A,TW,Unknown
166.62.124.255,2026-07-03T16:18:14.050326,auto,8,3,N/A,N/A,US,Unknown
101.126.145.214,2026-07-03T16:18:14.050335,auto,9,6,N/A,N/A,CN,Unknown
101.34.59.249,2026-07-03T16:18:14.050344,auto,9,3,N/A,N/A,CN,Unknown
1.214.214.114,2026-07-03T16:18:14.050354,auto,12,5,N/A,N/A,KR,Unknown
64.89.163.245,2026-07-03T16:18:14.050363,auto,10,4,N/A,N/A,US,Unknown
100.11.13.169,2026-07-03T16:18:14.050372,auto,2,1,4,1,US,Verizon Business
1.250.67.114,2026-07-03T16:18:14.050383,auto,10,4,N/A,N/A,KR,Unknown
101.126.82.218,2026-07-03T16:18:14.050393,auto,10,6,N/A,N/A,CN,Unknown
59.46.193.187,2026-07-03T16:18:14.050405,auto,13,2,N/A,N/A,CN,Unknown
154.64.241.188,2026-07-03T16:18:14.050414,auto,2,2,100,69,US,"PSINet, Inc."
45.227.254.170,2026-07-03T16:18:14.050425,auto,11,4,N/A,N/A,PA,Unknown
4.193.152.113,2026-07-03T16:18:14.050434,auto,3,2,N/A,N/A,SG,Unknown
193.163.125.9,2026-07-03T16:18:14.050444,auto,8,4,N/A,N/A,GB,Unknown
116.110.214.207,2026-07-03T16:18:14.050453,auto,0,0,100,116,VN,Viettel Group
101.109.255.242,2026-07-03T16:18:14.050464,auto,7,6,N/A,N/A,TH,Unknown
101.36.110.164,2026-07-03T16:18:14.050474,auto,12,4,N/A,N/A,HK,Unknown
1.214.42.172,2026-07-03T16:18:14.050483,auto,9,4,N/A,N/A,KR,Unknown
101.126.26.93,2026-07-03T16:18:14.050492,auto,12,4,N/A,N/A,CN,Unknown
1.234.75.81,2026-07-03T16:18:14.050501,auto,7,6,N/A,N/A,KR,Unknown
101.13.5.34,2026-07-03T16:18:14.050511,auto,10,4,N/A,N/A,TW,Unknown
1.212.225.99,2026-07-03T16:18:14.050520,auto,9,6,N/A,N/A,KR,Unknown
177.76.134.52,2026-07-03T16:18:14.050529,auto,9,2,N/A,N/A,BR,Unknown
47.84.204.63,2026-07-03T16:18:14.050539,auto,9,4,N/A,N/A,SG,Unknown
101.36.122.129,2026-07-03T16:18:14.050548,auto,11,3,N/A,N/A,HK,Unknown
101.126.35.9,2026-07-03T16:18:14.050560,auto,7,6,N/A,N/A,CN,Unknown
1.94.250.30,2026-07-03T16:18:14.050569,auto,1,2,44,6,CN,"Beijing Teletron Telecom Engineering Co., Ltd."
101.126.14.37,2026-07-03T16:18:14.050581,auto,12,4,N/A,N/A,CN,Unknown
20.226.82.21,2026-07-03T16:18:14.050591,auto,2,1,100,169,BR,Microsoft Corporation
192.169.234.117,2026-07-03T16:18:14.050633,auto,11,3,N/A,N/A,US,Unknown
193.26.115.137,2026-07-03T16:18:14.050644,auto,4,3,N/A,N/A,US,Unknown
180.76.236.214,2026-07-03T16:18:14.050654,auto,11,4,N/A,N/A,CN,Unknown
101.132.144.220,2026-07-03T16:18:14.050663,auto,6,4,N/A,N/A,CN,Unknown
106.251.244.178,2026-07-03T16:18:14.050673,auto,6,7,N/A,N/A,KR,Unknown
101.127.101.225,2026-07-03T16:18:14.050682,auto,9,4,N/A,N/A,SG,Unknown
91.231.89.86,2026-07-03T16:18:14.050691,auto,13,3,N/A,N/A,FR,Unknown
101.32.1.25,2026-07-03T16:18:14.050700,auto,12,3,N/A,N/A,HK,Unknown
87.106.65.126,2026-07-03T16:18:14.050710,auto,9,3,N/A,N/A,GB,Unknown
45.198.224.244,2026-07-03T16:18:14.050720,auto,14,3,N/A,N/A,US,Unknown
1.82.133.130,2026-07-03T16:18:14.050729,auto,13,3,N/A,N/A,CN,Unknown
101.36.111.155,2026-07-03T16:18:14.050738,auto,16,3,N/A,N/A,HK,Unknown
101.200.124.12,2026-07-03T16:18:14.050748,auto,2,3,97,67,CN,"Aliyun Computing Co., LTD"
101.13.4.120,2026-07-03T16:18:14.050761,auto,9,4,N/A,N/A,TW,Unknown
101.126.55.63,2026-07-03T16:18:14.050770,auto,11,5,N/A,N/A,CN,Unknown
218.59.201.12,2026-07-03T16:18:14.050779,auto,8,3,N/A,N/A,CN,Unknown
85.217.149.42,2026-07-03T16:18:14.050788,auto,10,3,N/A,N/A,CA,Unknown
43.173.69.147,2026-07-03T16:18:14.050798,auto,12,5,N/A,N/A,US,Unknown
186.31.95.163,2026-07-03T16:18:14.050807,auto,14,3,N/A,N/A,CO,Unknown
159.192.144.206,2026-07-03T16:18:14.050817,auto,10,3,N/A,N/A,TH,Unknown
148.170.129.144,2026-07-03T16:18:14.050827,auto,11,2,N/A,N/A,CA,Unknown
104.46.226.61,2026-07-03T16:18:14.050836,auto,2,3,100,216,JP,Microsoft Corporation
27.110.166.67,2026-07-03T16:18:14.050848,auto,12,4,N/A,N/A,PH,Unknown
101.33.55.172,2026-07-03T16:18:14.050857,auto,8,2,N/A,N/A,SG,Unknown
101.13.4.119,2026-07-03T16:18:14.050866,auto,10,2,N/A,N/A,TW,Unknown
182.44.10.68,2026-07-03T16:18:14.050875,auto,8,5,N/A,N/A,CN,Unknown
1.180.246.242,2026-07-03T16:18:14.050884,auto,3,2,N/A,N/A,CN,Unknown
101.13.5.50,2026-07-03T16:18:14.050893,auto,15,5,N/A,N/A,TW,Unknown
50.6.248.168,2026-07-03T16:18:14.050902,auto,13,3,N/A,N/A,US,Unknown
200.219.200.16,2026-07-03T16:18:14.050912,auto,5,2,N/A,N/A,BR,Unknown
207.90.244.19,2026-07-03T16:18:14.050921,auto,11,3,N/A,N/A,US,Unknown
101.13.4.124,2026-07-03T16:18:14.050931,auto,9,6,N/A,N/A,TW,Unknown
101.13.5.39,2026-07-03T16:18:14.050940,auto,12,4,N/A,N/A,TW,Unknown
101.126.81.18,2026-07-03T16:18:14.050949,auto,11,6,N/A,N/A,CN,Unknown
1.14.28.29,2026-07-03T16:18:14.050959,auto,6,4,N/A,N/A,CN,Unknown
101.36.104.242,2026-07-03T16:18:14.050968,auto,16,3,N/A,N/A,JP,Unknown
102.220.160.47,2026-07-03T16:18:14.050977,auto,18,2,N/A,N/A,SI,Unknown
100.55.60.114,2026-07-03T16:18:14.050986,auto,0,0,16,2,US,Amazon Data Services Northern Virginia
100.31.3.194,2026-07-03T16:18:14.051002,auto,1,2,3,1,US,Amazon Data Services Northern Virginia
20.13.164.162,2026-07-03T16:18:14.051014,auto,5,2,N/A,N/A,IE,Unknown
101.126.54.66,2026-07-03T16:18:14.051024,auto,10,5,N/A,N/A,CN,Unknown
101.126.22.12,2026-07-03T16:18:14.051033,auto,13,4,N/A,N/A,CN,Unknown
100.54.43.203,2026-07-03T16:18:14.051042,auto,0,0,0,0,US,Amazon Data Services Northern Virginia
59.37.13.66,2026-07-03T16:18:14.051054,auto,12,1,N/A,N/A,CN,Unknown
101.35.93.253,2026-07-03T16:18:14.051063,auto,3,4,N/A,N/A,CN,Unknown
101.126.67.70,2026-07-03T16:18:14.051072,auto,9,4,N/A,N/A,CN,Unknown
100.10.11.74,2026-07-03T16:18:14.051081,auto,1,1,4,1,US,Verizon Business
190.115.84.25,2026-07-03T16:18:14.051092,auto,16,3,N/A,N/A,BR,Unknown
101.13.5.33,2026-07-03T16:18:14.051101,auto,13,3,N/A,N/A,TW,Unknown
187.50.194.182,2026-07-03T16:18:14.051110,auto,16,3,N/A,N/A,BR,Unknown
147.148.205.252,2026-07-03T16:18:14.051119,auto,10,5,N/A,N/A,GB,Unknown
101.109.41.163,2026-07-03T16:18:14.051128,auto,6,2,N/A,N/A,TH,Unknown
101.126.89.0,2026-07-03T16:18:14.051137,auto,10,5,N/A,N/A,CN,Unknown
100.52.174.174,2026-07-03T16:18:14.051147,auto,0,0,4,1,US,Amazon Data Services Northern Virginia
85.90.246.159,2026-07-03T16:18:14.051159,auto,12,2,N/A,N/A,DE,Unknown
101.13.5.195,2026-07-03T16:18:14.051169,auto,12,4,N/A,N/A,TW,Unknown
1.1.220.166,2026-07-03T16:18:14.051178,auto,11,6,N/A,N/A,TH,Unknown
202.72.196.75,2026-07-03T16:18:14.051187,auto,13,4,N/A,N/A,ID,Unknown
101.227.79.195,2026-07-03T16:18:14.051196,auto,11,2,N/A,N/A,CN,Unknown
101.126.17.72,2026-07-03T16:18:14.051206,auto,15,4,N/A,N/A,CN,Unknown
23.94.92.98,2026-07-03T16:18:14.051215,auto,13,4,N/A,N/A,US,Unknown
141.11.88.101,2026-07-03T16:18:14.051224,auto,5,3,N/A,N/A,US,Unknown
101.13.4.122,2026-07-03T16:18:14.051233,auto,13,3,N/A,N/A,TW,Unknown
1.20.228.110,2026-07-03T16:18:14.051242,auto,14,3,N/A,N/A,TH,Unknown
1.14.203.20,2026-07-03T16:18:14.051273,auto,3,2,N/A,N/A,CN,Unknown
101.200.61.10,2026-07-03T16:18:14.051284,auto,3,2,N/A,N/A,CN,Unknown
101.126.154.252,2026-07-03T16:18:14.051294,auto,16,4,N/A,N/A,CN,Unknown
101.126.89.144,2026-07-03T16:18:14.051303,auto,11,4,N/A,N/A,CN,Unknown
47.89.187.129,2026-07-03T16:18:14.051312,auto,3,3,N/A,N/A,US,Unknown
198.23.249.85,2026-07-03T16:18:14.051322,auto,11,5,N/A,N/A,US,Unknown
101.126.30.240,2026-07-03T16:18:14.051331,auto,10,4,N/A,N/A,CN,Unknown
185.214.138.30,2026-07-03T16:18:14.051340,auto,8,4,N/A,N/A,ES,Unknown
1.20.140.252,2026-07-03T16:18:14.051349,auto,10,4,N/A,N/A,TH,Unknown
172.110.223.94,2026-07-03T16:18:14.051359,auto,2,1,100,35,US,Dedires LLC
45.148.10.183,2026-07-03T16:18:14.051370,auto,17,4,N/A,N/A,NL,Unknown
101.36.124.127,2026-07-03T16:18:14.051379,auto,11,4,N/A,N/A,HK,Unknown
1.238.106.229,2026-07-03T16:18:14.051388,auto,10,6,N/A,N/A,KR,Unknown
5.226.140.67,2026-07-03T16:18:14.051399,auto,13,3,N/A,N/A,GB,Unknown
66.132.195.94,2026-07-03T16:18:14.051408,auto,8,2,N/A,N/A,US,Unknown
101.36.109.144,2026-07-03T16:18:14.051417,auto,10,5,N/A,N/A,HK,Unknown
91.92.40.13,2026-07-03T16:18:14.051426,auto,13,5,N/A,N/A,NL,Unknown
45.56.84.110,2026-07-03T16:18:14.051435,auto,4,2,N/A,N/A,US,Unknown
101.13.6.91,2026-07-03T16:18:14.051445,auto,13,3,N/A,N/A,TW,Unknown
101.32.240.31,2026-07-03T16:18:14.051453,auto,7,4,N/A,N/A,SG,Unknown
121.227.152.250,2026-07-03T16:18:14.051463,auto,10,4,N/A,N/A,CN,Unknown
45.148.10.15,2026-07-03T16:18:14.051472,auto,11,2,N/A,N/A,NL,Unknown
122.168.123.73,2026-07-03T16:18:14.051482,auto,15,3,N/A,N/A,IN,Unknown
24.144.84.83,2026-07-03T16:18:14.051491,auto,9,3,N/A,N/A,US,Unknown
45.148.10.121,2026-07-03T16:18:14.051500,auto,14,1,N/A,N/A,NL,Unknown
45.153.34.144,2026-07-03T16:18:14.051510,auto,16,3,N/A,N/A,NL,Unknown
1.54.109.100,2026-07-03T16:18:14.051519,auto,0,0,13,2,VN,FPT Telecom Company
101.32.145.199,2026-07-03T16:18:14.051529,auto,8,5,N/A,N/A,SG,Unknown
78.39.48.166,2026-07-03T16:18:14.051539,auto,11,4,N/A,N/A,IR,Unknown
101.126.147.62,2026-07-03T16:18:14.051548,auto,12,4,N/A,N/A,CN,Unknown
66.155.223.226,2026-07-03T16:18:14.051557,auto,6,2,N/A,N/A,US,Unknown
43.156.212.6,2026-07-03T16:18:14.051566,auto,10,3,N/A,N/A,SG,Unknown
152.32.233.2,2026-07-03T16:18:14.051576,auto,6,6,N/A,N/A,US,Unknown
101.36.107.233,2026-07-03T16:18:14.051585,auto,10,4,N/A,N/A,HK,Unknown
14.103.140.39,2026-07-03T16:18:14.051594,auto,11,4,N/A,N/A,CN,Unknown
101.36.119.203,2026-07-03T16:18:14.051603,auto,12,5,N/A,N/A,HK,Unknown
101.24.126.14,2026-07-03T16:18:14.051613,auto,4,3,N/A,N/A,CN,Unknown
101.126.88.251,2026-07-03T16:18:14.051622,auto,12,3,N/A,N/A,CN,Unknown
101.109.113.64,2026-07-03T16:18:14.051631,auto,1,1,0,0,TH,TOT Public Company Limited
101.13.5.63,2026-07-03T16:18:14.051642,auto,13,3,N/A,N/A,TW,Unknown
73.88.196.91,2026-07-03T16:18:14.051652,auto,10,2,N/A,N/A,US,Unknown
1.192.61.19,2026-07-03T16:18:14.051661,auto,15,2,N/A,N/A,CN,Unknown
184.105.139.67,2026-07-03T16:18:14.051671,auto,13,2,N/A,N/A,US,Unknown
101.13.5.49,2026-07-03T16:18:14.051680,auto,10,4,N/A,N/A,TW,Unknown
1.227.228.131,2026-07-03T16:18:14.051689,auto,10,4,N/A,N/A,KR,Unknown
101.126.55.67,2026-07-03T16:18:14.051699,auto,13,3,N/A,N/A,CN,Unknown
101.126.11.137,2026-07-03T16:18:14.051709,auto,10,4,N/A,N/A,CN,Unknown
195.184.76.68,2026-07-03T16:18:14.051719,auto,10,4,N/A,N/A,US,Unknown
51.178.114.78,2026-07-03T16:18:14.051728,auto,12,4,N/A,N/A,FR,Unknown
1.237.155.150,2026-07-03T16:18:14.051737,auto,6,4,N/A,N/A,KR,Unknown
66.116.196.243,2026-07-03T16:18:14.051771,auto,7,3,N/A,N/A,IN,Unknown
165.232.143.119,2026-07-03T16:18:14.051782,auto,6,2,N/A,N/A,US,Unknown
