IP,Blokkert_tid,Kilde,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,Land,ISP
51.178.114.78,2026-07-03T04:49:55.411269,auto,12,4,N/A,N/A,FR,Unknown
94.231.206.248,2026-07-03T04:49:55.411273,auto,12,5,N/A,N/A,CN,Unknown
1.15.135.116,2026-07-03T04:49:55.411277,auto,6,2,N/A,N/A,CN,Unknown
101.227.203.162,2026-07-03T04:49:55.411280,auto,13,3,N/A,N/A,CN,Unknown
101.126.141.163,2026-07-03T04:49:55.411284,auto,12,4,N/A,N/A,CN,Unknown
101.126.155.86,2026-07-03T04:49:55.411288,auto,11,4,N/A,N/A,CN,Unknown
194.187.176.117,2026-07-03T04:49:55.411291,auto,8,5,N/A,N/A,DE,Unknown
1.20.140.252,2026-07-03T04:49:55.411295,auto,10,4,N/A,N/A,TH,Unknown
101.32.1.25,2026-07-03T04:49:55.411299,auto,12,3,N/A,N/A,HK,Unknown
100.31.3.194,2026-07-03T04:49:55.411302,auto,1,2,3,1,US,Amazon Data Services Northern Virginia
163.223.244.3,2026-07-03T04:49:55.411310,auto,8,5,N/A,N/A,IN,Unknown
200.219.200.16,2026-07-03T04:49:55.411316,auto,5,2,N/A,N/A,BR,Unknown
101.126.147.62,2026-07-03T04:49:55.411320,auto,12,4,N/A,N/A,CN,Unknown
59.37.13.66,2026-07-03T04:49:55.411324,auto,12,1,N/A,N/A,CN,Unknown
185.214.138.30,2026-07-03T04:49:55.411327,auto,8,4,N/A,N/A,ES,Unknown
101.13.1.58,2026-07-03T04:49:55.411331,auto,12,4,N/A,N/A,TW,Unknown
102.220.160.47,2026-07-03T04:49:55.411335,auto,18,2,N/A,N/A,SI,Unknown
184.105.139.67,2026-07-03T04:49:55.411338,auto,13,2,N/A,N/A,US,Unknown
101.36.111.119,2026-07-03T04:49:55.411342,auto,10,4,N/A,N/A,HK,Unknown
78.39.48.166,2026-07-03T04:49:55.411346,auto,11,4,N/A,N/A,IR,Unknown
101.32.240.31,2026-07-03T04:49:55.411349,auto,7,4,N/A,N/A,SG,Unknown
218.59.201.12,2026-07-03T04:49:55.411353,auto,8,3,N/A,N/A,CN,Unknown
66.116.196.243,2026-07-03T04:49:55.411357,auto,7,3,N/A,N/A,IN,Unknown
1.220.82.179,2026-07-03T04:49:55.411363,auto,8,3,N/A,N/A,KR,Unknown
101.36.124.127,2026-07-03T04:49:55.411367,auto,11,4,N/A,N/A,HK,Unknown
101.126.55.67,2026-07-03T04:49:55.411371,auto,13,3,N/A,N/A,CN,Unknown
45.205.1.242,2026-07-03T04:49:55.411375,auto,13,5,N/A,N/A,BR,Unknown
207.90.244.19,2026-07-03T04:49:55.411379,auto,11,3,N/A,N/A,US,Unknown
195.184.76.68,2026-07-03T04:49:55.411383,auto,10,4,N/A,N/A,US,Unknown
1.245.207.104,2026-07-03T04:49:55.411387,auto,12,3,N/A,N/A,KR,Unknown
101.13.6.86,2026-07-03T04:49:55.411390,auto,10,4,N/A,N/A,TW,Unknown
1.227.228.131,2026-07-03T04:49:55.411394,auto,10,4,N/A,N/A,KR,Unknown
1.235.192.214,2026-07-03T04:49:55.411397,auto,12,4,N/A,N/A,KR,Unknown
190.115.84.25,2026-07-03T04:49:55.411401,auto,16,3,N/A,N/A,BR,Unknown
101.126.53.14,2026-07-03T04:49:55.411405,auto,17,3,N/A,N/A,CN,Unknown
52.161.46.112,2026-07-03T04:49:55.411408,auto,1,1,100,35,US,Microsoft Corporation
101.126.154.252,2026-07-03T04:49:55.411413,auto,16,4,N/A,N/A,CN,Unknown
100.11.13.169,2026-07-03T04:49:55.411416,auto,2,1,4,1,US,Verizon Business
101.126.89.164,2026-07-03T04:49:55.411420,auto,11,5,N/A,N/A,CN,Unknown
141.11.88.101,2026-07-03T04:49:55.411425,auto,5,3,N/A,N/A,US,Unknown
1.238.106.229,2026-07-03T04:49:55.411429,auto,10,6,N/A,N/A,KR,Unknown
45.148.10.15,2026-07-03T04:49:55.411432,auto,11,2,N/A,N/A,NL,Unknown
66.132.195.94,2026-07-03T04:49:55.411436,auto,8,2,N/A,N/A,US,Unknown
101.126.67.70,2026-07-03T04:49:55.411439,auto,9,4,N/A,N/A,CN,Unknown
101.36.109.144,2026-07-03T04:49:55.411443,auto,10,5,N/A,N/A,HK,Unknown
101.126.88.251,2026-07-03T04:49:55.411446,auto,12,3,N/A,N/A,CN,Unknown
101.109.41.163,2026-07-03T04:49:55.411450,auto,6,2,N/A,N/A,TH,Unknown
101.13.5.49,2026-07-03T04:49:55.411456,auto,10,4,N/A,N/A,TW,Unknown
1.86.233.5,2026-07-03T04:49:55.411459,auto,14,3,N/A,N/A,CN,Unknown
101.251.197.46,2026-07-03T04:49:55.411463,auto,11,3,N/A,N/A,CN,Unknown
4.193.152.113,2026-07-03T04:49:55.411467,auto,3,2,N/A,N/A,SG,Unknown
101.126.55.63,2026-07-03T04:49:55.411471,auto,11,5,N/A,N/A,CN,Unknown
101.36.119.203,2026-07-03T04:49:55.411476,auto,12,5,N/A,N/A,HK,Unknown
211.51.132.104,2026-07-03T04:49:55.411479,auto,8,2,N/A,N/A,KR,Unknown
1.94.250.30,2026-07-03T04:49:55.411483,auto,1,2,44,6,CN,"Beijing Teletron Telecom Engineering Co., Ltd."
45.153.34.144,2026-07-03T04:49:55.411489,auto,16,3,N/A,N/A,NL,Unknown
101.13.5.30,2026-07-03T04:49:55.411493,auto,10,4,N/A,N/A,TW,Unknown
23.94.92.98,2026-07-03T04:49:55.411497,auto,13,4,N/A,N/A,US,Unknown
119.18.48.74,2026-07-03T04:49:55.411500,auto,9,2,N/A,N/A,IN,Unknown
101.36.104.242,2026-07-03T04:49:55.411504,auto,16,3,N/A,N/A,JP,Unknown
101.36.127.85,2026-07-03T04:49:55.411518,auto,11,3,N/A,N/A,HK,Unknown
101.126.89.144,2026-07-03T04:49:55.411522,auto,11,4,N/A,N/A,CN,Unknown
101.13.4.120,2026-07-03T04:49:55.411525,auto,9,4,N/A,N/A,TW,Unknown
1.220.198.126,2026-07-03T04:49:55.411529,auto,10,5,N/A,N/A,KR,Unknown
114.34.106.146,2026-07-03T04:49:55.411533,auto,16,2,N/A,N/A,TW,Unknown
1.241.64.237,2026-07-03T04:49:55.411537,auto,8,3,N/A,N/A,KR,Unknown
124.156.129.246,2026-07-03T04:49:55.411540,auto,13,4,N/A,N/A,HK,Unknown
181.188.176.242,2026-07-03T04:49:55.411544,auto,12,4,N/A,N/A,BO,Unknown
34.116.189.41,2026-07-03T04:49:55.411548,auto,1,1,100,61,PL,Google LLC
172.110.223.94,2026-07-03T04:49:55.411552,auto,2,1,100,35,US,Dedires LLC
101.36.114.252,2026-07-03T04:49:55.411556,auto,13,2,N/A,N/A,KR,Unknown
101.126.14.37,2026-07-03T04:49:55.411560,auto,12,4,N/A,N/A,CN,Unknown
101.126.4.215,2026-07-03T04:49:55.411563,auto,10,4,N/A,N/A,CN,Unknown
5.61.209.92,2026-07-03T04:49:55.411567,auto,12,5,N/A,N/A,SC,Unknown
198.23.249.85,2026-07-03T04:49:55.411570,auto,11,5,N/A,N/A,US,Unknown
158.94.210.203,2026-07-03T04:49:55.411574,auto,13,3,N/A,N/A,NL,Unknown
59.24.133.197,2026-07-03T04:49:55.411578,auto,10,1,N/A,N/A,KR,Unknown
101.13.5.34,2026-07-03T04:49:55.411582,auto,10,4,N/A,N/A,TW,Unknown
202.72.196.75,2026-07-03T04:49:55.411586,auto,13,4,N/A,N/A,ID,Unknown
45.148.10.183,2026-07-03T04:49:55.411589,auto,17,4,N/A,N/A,NL,Unknown
101.206.211.72,2026-07-03T04:49:55.411593,auto,16,3,N/A,N/A,CN,Unknown
45.56.84.110,2026-07-03T04:49:55.411597,auto,4,2,N/A,N/A,US,Unknown
121.227.152.250,2026-07-03T04:49:55.411600,auto,10,4,N/A,N/A,CN,Unknown
166.62.124.255,2026-07-03T04:49:55.411604,auto,8,3,N/A,N/A,US,Unknown
101.13.5.39,2026-07-03T04:49:55.411607,auto,12,4,N/A,N/A,TW,Unknown
45.148.10.152,2026-07-03T04:49:55.411611,auto,15,2,N/A,N/A,NL,Unknown
1.212.225.99,2026-07-03T04:49:55.411615,auto,9,6,N/A,N/A,KR,Unknown
1.12.55.42,2026-07-03T04:49:55.411618,auto,7,3,N/A,N/A,CN,Unknown
27.110.166.67,2026-07-03T04:49:55.411622,auto,12,4,N/A,N/A,PH,Unknown
101.36.122.129,2026-07-03T04:49:55.411626,auto,11,3,N/A,N/A,HK,Unknown
101.13.4.124,2026-07-03T04:49:55.411629,auto,9,6,N/A,N/A,TW,Unknown
101.34.59.249,2026-07-03T04:49:55.411633,auto,9,3,N/A,N/A,CN,Unknown
213.209.159.231,2026-07-03T04:49:55.411636,auto,16,3,N/A,N/A,TW,Unknown
101.13.6.91,2026-07-03T04:49:55.411640,auto,13,3,N/A,N/A,TW,Unknown
5.226.140.67,2026-07-03T04:49:55.411644,auto,13,3,N/A,N/A,GB,Unknown
101.126.71.100,2026-07-03T04:49:55.411647,auto,12,4,N/A,N/A,CN,Unknown
85.217.149.42,2026-07-03T04:49:55.411651,auto,10,3,N/A,N/A,CA,Unknown
182.44.10.68,2026-07-03T04:49:55.411654,auto,8,5,N/A,N/A,CN,Unknown
45.227.254.156,2026-07-03T04:49:55.411658,auto,12,4,N/A,N/A,PA,Unknown
101.33.55.172,2026-07-03T04:49:55.411662,auto,8,2,N/A,N/A,SG,Unknown
152.32.247.22,2026-07-03T04:49:55.411665,auto,12,2,N/A,N/A,TH,Unknown
159.203.120.106,2026-07-03T04:49:55.411669,auto,8,3,N/A,N/A,US,Unknown
41.191.229.226,2026-07-03T04:49:55.411672,auto,11,4,N/A,N/A,MU,Unknown
101.34.249.202,2026-07-03T04:49:55.411676,auto,1,4,100,1424,CN,"Tencent Cloud Computing (Beijing) Co., Ltd"
100.10.11.74,2026-07-03T04:49:55.411681,auto,1,1,4,1,US,Verizon Business
101.13.5.32,2026-07-03T04:49:55.411685,auto,12,3,N/A,N/A,TW,Unknown
101.13.4.119,2026-07-03T04:49:55.411689,auto,10,2,N/A,N/A,TW,Unknown
139.59.18.80,2026-07-03T04:49:55.411692,auto,10,4,N/A,N/A,IN,Unknown
101.100.194.252,2026-07-03T04:49:55.411696,auto,5,1,N/A,N/A,SG,Unknown
1.14.28.29,2026-07-03T04:49:55.411700,auto,6,4,N/A,N/A,CN,Unknown
1.0.164.165,2026-07-03T04:49:55.411703,auto,10,5,N/A,N/A,TH,Unknown
101.36.110.164,2026-07-03T04:49:55.411707,auto,12,4,N/A,N/A,HK,Unknown
101.126.22.12,2026-07-03T04:49:55.411710,auto,13,4,N/A,N/A,CN,Unknown
1.1.220.166,2026-07-03T04:49:55.411714,auto,11,6,N/A,N/A,TH,Unknown
104.46.226.61,2026-07-03T04:49:55.411717,auto,2,3,100,216,JP,Microsoft Corporation
120.48.7.181,2026-07-03T04:49:55.411722,auto,8,3,N/A,N/A,CN,Unknown
87.106.65.126,2026-07-03T04:49:55.411725,auto,9,3,N/A,N/A,GB,Unknown
1.250.67.114,2026-07-03T04:49:55.411729,auto,10,4,N/A,N/A,KR,Unknown
1.234.75.81,2026-07-03T04:49:55.411732,auto,7,6,N/A,N/A,KR,Unknown
59.46.193.187,2026-07-03T04:49:55.411736,auto,13,2,N/A,N/A,CN,Unknown
101.126.86.90,2026-07-03T04:49:55.411740,auto,6,6,N/A,N/A,CN,Unknown
1.27.191.135,2026-07-03T04:49:55.411743,auto,0,0,0,0,CN,China unicom InnerMongolia province network
101.126.145.214,2026-07-03T04:49:55.411751,auto,9,6,N/A,N/A,CN,Unknown
64.89.163.245,2026-07-03T04:49:55.411754,auto,10,4,N/A,N/A,US,Unknown
159.192.144.206,2026-07-03T04:49:55.411758,auto,10,3,N/A,N/A,TH,Unknown
20.13.164.162,2026-07-03T04:49:55.411762,auto,5,2,N/A,N/A,IE,Unknown
101.35.93.253,2026-07-03T04:49:55.411766,auto,3,4,N/A,N/A,CN,Unknown
91.92.40.13,2026-07-03T04:49:55.411769,auto,13,5,N/A,N/A,NL,Unknown
101.126.130.208,2026-07-03T04:49:55.411773,auto,12,5,N/A,N/A,CN,Unknown
85.90.246.159,2026-07-03T04:49:55.411776,auto,12,2,N/A,N/A,DE,Unknown
101.126.54.66,2026-07-03T04:49:55.411780,auto,10,5,N/A,N/A,CN,Unknown
186.31.95.163,2026-07-03T04:49:55.411783,auto,14,3,N/A,N/A,CO,Unknown
1.82.133.130,2026-07-03T04:49:55.411787,auto,13,3,N/A,N/A,CN,Unknown
101.109.255.242,2026-07-03T04:49:55.411790,auto,7,6,N/A,N/A,TH,Unknown
100.42.183.202,2026-07-03T04:49:55.411793,auto,4,1,N/A,N/A,DE,Unknown
101.126.157.138,2026-07-03T04:49:55.411797,auto,12,4,N/A,N/A,CN,Unknown
101.200.61.10,2026-07-03T04:49:55.411801,auto,3,2,N/A,N/A,CN,Unknown
43.173.69.147,2026-07-03T04:49:55.411805,auto,12,5,N/A,N/A,US,Unknown
1.192.61.19,2026-07-03T04:49:55.411808,auto,15,2,N/A,N/A,CN,Unknown
101.36.111.155,2026-07-03T04:49:55.411812,auto,16,3,N/A,N/A,HK,Unknown
43.156.212.6,2026-07-03T04:49:55.411816,auto,10,3,N/A,N/A,SG,Unknown
73.88.196.91,2026-07-03T04:49:55.411819,auto,10,2,N/A,N/A,US,Unknown
101.33.33.44,2026-07-03T04:49:55.411823,auto,3,2,N/A,N/A,SG,Unknown
14.103.140.39,2026-07-03T04:49:55.411826,auto,11,4,N/A,N/A,CN,Unknown
91.231.89.75,2026-07-03T04:49:55.411830,auto,10,5,N/A,N/A,FR,Unknown
1.247.245.61,2026-07-03T04:49:55.411834,auto,10,6,N/A,N/A,KR,Unknown
110.93.224.226,2026-07-03T04:49:55.411837,auto,14,3,N/A,N/A,PK,Unknown
91.231.89.86,2026-07-03T04:49:55.411841,auto,13,3,N/A,N/A,FR,Unknown
1.14.203.20,2026-07-03T04:49:55.411844,auto,3,2,N/A,N/A,CN,Unknown
101.13.5.26,2026-07-03T04:49:55.411848,auto,12,5,N/A,N/A,TW,Unknown
193.163.125.9,2026-07-03T04:49:55.411851,auto,8,4,N/A,N/A,GB,Unknown
45.198.224.244,2026-07-03T04:49:55.411855,auto,14,3,N/A,N/A,US,Unknown
45.148.10.121,2026-07-03T04:49:55.411859,auto,14,1,N/A,N/A,NL,Unknown
116.110.214.207,2026-07-03T04:49:55.411863,auto,0,0,100,116,VN,Viettel Group
